pos;F;61_Ano_Leg-B_NA_NA_NA_Jugement;02_Ano_Leg-A_Ap_NA_Pas_Paul;52_Ano_Leg-C_Co_NA_Vie_Forsin;54_Ano_Leg-C_Vi_NA_Vie_Pelagie;60_Ano_Leg-B_NA_NA_NA_Antechriste;14_Ano_Leg-B_Ma_Ho_Vie_Vincent;42_Ano_Leg-B_Vi_NA_Ass_NotreDame;29_Wau_Leg-C_Co_Ev_Vie_Martin;17_Ano_Leg-B_Ma_Ho_Vie_Agathe;58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne;04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev;01_Ano_Leg-A_Ap_NA_Vie_Pierre2;11_Ano_Leg-A_Ap_NA_Vie_Marc;38_Wau_Leg-C_Co_Ev_Vie_Jerome;00_Ano_Leg-A_Ap_Ev_Dis_Pierre1;49_Ano_Leg-C_NA_NA_Vie_Maur;41_Ano_Leg-C_Vi_NA_Vie_Irene;30_Wau_Leg-C_Co_Ev_Tra_Martin2;08_Ano_Leg-A_Ap_NA_Vie_Philippe;63_Ric_Leg-N_NA_NA_NA_Bestiaire;56_Ano_Leg-C_Co_NA_Vie_Mamertin;22_Ano_Leg-B_Ma_Ho_Vie_Cecile;21_Ano_Leg-B_Ma_Ho_Vie_Christine;35_Wau_Leg-C_Co_Ev_Vie_Nicolas;07_Ano_Leg-A_Ap_NA_Vie_SimonJude;53_Ano_Leg-C_Vi_NA_Vie_Marguerite;33_Wau_Leg-C_Co_Er_Vie_Gilles;03_Ano_Leg-A_Ap_NA_Mar_Jean;13_Ano_Leg-B_Ma_Ho_Vie_Sebastien;31_Wau_Leg-C_Co_Ev_Dia_Martin3;27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon;34_Wau_Leg-C_Co_Ev_Vie_Martial;23_Ano_Leg-B_Ma_Ho_Vie_Sixte;44_Ano_Leg-C_Ap_NA_Vie_Andre;10_Ano_Leg-A_Ap_NA_Vie_Barthelemy;26_Ano_Leg-B_Ma_Ev_Vie_Lambert;19_Ano_Leg-B_Ma_Ho_Vie_Agnes;09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur;47_Ano_Leg-C_Co_er_Vie_PaulErmite;37_Wau_Leg-C_Co_Ev_Tra_Nicolas3;15_Ano_Leg-B_Ma_Ho_Vie_Georges;48_Ano_Leg-C_Co_ev_Tra_Benoit2;45_Ano_Leg-C_Ap_NA_Pas_Andre2;20_Ano_Leg-B_Ma_Ho_Vie_Felicite;28_Ano_Leg-B_Ma_Ho_Vie_Clement;64_Ano_Leg-N_NA_NA_NA_Bestiaire2;59_Ano_Leg-C_Vi_NA_Vie_Euphrasie;46_Ano_Leg-B_Co_NA_Pur_Patrice;55_Ano_Leg-C_Co_NA_Vie_Simeon;06_Ano_Leg-A_Ap_NA_Vie_Matthieu;32_Wau_Leg-C_Co_Ev_Vie_Brice;16_Ano_Leg-B_Ma_Ho_Vie_Christophe;05_Ano_Leg-A_Ap_NA_Vie_Jacques;40_Wau_Leg-C_Co_Er_Vie_Alexis;51_Ano_Leg-C_Ma_ho_Vie_Eustache;24_Ano_Leg-B_Ma_Ho_Vie_Laurent;18_Ano_Leg-B_Ma_Ho_Vie_Luce;57_Ano_Leg-C_Vi_NA_Vie_Julien;12_Ano_Leg-A_Ma_Ho_Vie_Longin;43_Ano_Leg-C_Vi_NA_Vie_Catherine;50_Ano_Leg-C_NA_NA_Vie_Placide;25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte;39_Wau_Leg-C_Co_Ev_Vie_Benoit;62_Ano_Leg-N_NA_NA_NA_Index;36_Wau_Leg-C_Co_Ev_Mir_Nicolas2
CONsub OUT ADJqua;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
VERcjg CONcoo DETdem;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
OUT VERppe CONcoo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom CONsub DETdef;183;0;0;3;0;1;2;1;16;0;4;5;4;1;2;3;1;0;0;0;10;0;5;1;1;5;0;4;0;1;9;3;8;2;0;4;3;2;0;3;6;1;5;7;0;2;8;0;0;3;2;0;1;7;2;3;0;2;1;5;3;1;0;13;0;7
PROadv NOMcom ADVneg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg CONsub PROadv;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERinf PRE.DETdef PROper;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl VERcjg DETndf;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0
DETind DETpos DETndf;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OUT ADJqua PROadv;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg PROrel NOMpro;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADVneg PROper PRE;13;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
ADVint OUT PONfbl;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONsub PRE.DETdef ADJqua;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONsub PROrel NOMcom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom ADJqua CONsub.PROper;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
CONcoo VERcjg ADVint;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
VERcjg PROadv ADJqua;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PROper DETdef ADJqua;15;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
DETndf PROind NOMcom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt ADVgen VERppa;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
NOMcom CONcoo DETcar;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ADJind NOMcom DETpos;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl PROind VERppa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROdem PRE ADJcar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl PROdem PRE.DETdef;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERppe NOMcom CONcoo;47;0;3;0;0;0;1;1;2;2;0;1;1;1;0;1;0;0;1;0;0;0;2;3;0;1;0;0;0;0;2;0;2;0;2;1;1;1;1;2;0;1;0;0;1;0;1;0;0;2;1;0;1;3;0;0;0;0;0;0;1;1;2;0;0;1
PRE.DETdef PROper PONfbl;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
VERinf PRE VERcjg;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADJind PONfbl NOMcom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VERppa VERcjg DETdef;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
NOMcom CONcoo PRE;1155;0;26;5;1;5;26;10;66;9;19;26;47;7;3;28;21;8;3;3;18;7;26;26;6;21;4;26;2;15;55;14;77;4;10;18;29;24;3;9;28;10;7;23;7;2;11;2;32;15;16;11;37;43;26;4;18;9;8;14;36;7;14;30;2;36
CONcoo DETpos ADJcar;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0
DETndf DETndf NOMcom;11;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0
VERcjg VERinf DETpos;78;0;0;0;0;0;1;0;1;2;1;1;1;0;1;2;1;0;0;0;3;1;1;1;1;1;0;1;0;0;2;0;5;2;1;0;1;0;0;0;5;1;1;3;1;0;5;0;1;1;0;0;4;4;2;0;0;1;2;1;0;3;0;8;0;4
PRE VERppa PROrel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom VERppa PROrel;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CONsub DETdem NOMpro;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
VERcjg DETdem PROadv;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl PONfrt CONcoo;27;0;0;0;0;0;0;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;2;0;1;0;1;0;0;0;0;0;2;0;1;0;1;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;2;0;2
VERcjg PROadv OUT;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROrel ADVneg DETind;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROcar VERcjg VERppe;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
CONcoo PRE.DETdef ADJind;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
PROint ADVgen VERcjg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONsub VERppe PROrel;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADJqua PROper VERcjg;107;0;1;2;0;0;1;1;1;0;2;1;1;1;1;2;0;1;0;0;0;1;0;2;2;1;1;4;0;2;8;3;1;1;1;0;4;0;1;2;2;1;2;5;2;2;6;1;2;0;4;1;3;7;3;2;1;0;0;4;3;1;0;5;0;1
VERinf NOMcom PRE.DETdef;10;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
CONsub VERppe PONfbl;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PRE.DETdef ADJord NOMcom;52;0;0;2;0;0;1;0;2;0;0;1;1;0;0;2;0;2;0;1;0;0;0;1;0;2;0;1;0;0;7;0;2;0;1;1;0;0;1;0;2;0;1;2;0;0;1;1;0;1;2;0;1;0;1;1;1;0;1;0;1;1;1;6;0;0
DETdef VERinf ADVsub;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETint NOMcom PRE;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PROdem ADVneg PROrel;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
ADJpos PROpos PONfrt;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROadv NOMcom VERcjg;18;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;1;0;0;1;0;0;0;1;0;0;2;0;0
VERcjg VERppe PRE.DETdef;175;0;4;4;0;1;1;3;9;0;2;3;2;1;0;4;6;3;0;0;5;0;5;2;1;3;1;3;0;1;12;3;11;3;2;2;2;3;0;0;3;1;1;10;1;0;7;0;5;1;3;0;3;5;2;2;2;1;3;1;6;3;0;5;0;8
PRE VERinf VERppe;23;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;1;1;1;0;1;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
ADJqua CONcoo ADJind;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROper CONcoo ADJqua;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PONfrt NOMcom ADVgen;117;2;3;0;0;1;0;5;2;0;1;3;1;0;0;5;1;1;1;1;16;1;0;3;0;3;0;0;0;1;8;3;3;0;0;1;1;0;0;3;5;1;0;5;1;0;8;0;2;0;6;1;4;4;2;1;0;0;0;0;2;1;1;2;0;1
ADJqua DETdem NOMcom;15;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
DETndf ADVgen PONfbl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERppe PRE.DETdef ADVneg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETpos PRE DETdef;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CONsub CONsub PONfbl;8;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
ADVgen NOMcom PROper;38;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;3;0;0;0;1;2;0;0;2;0;3;1;0;0;0;0;0;0;0;1;0;1;1;0;2;0;0;0;2;0;4;1;0;1;0;2;1;0;1;0;0;2;0;1
DETdef PROrel VERcjg;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PROadv PONfrt PROind;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ADVneg DETdem VERinf;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADJqua PROdem NOMcom;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETpos VERinf DETind;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PROind OUT PROper;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PROind ADVgen PRE;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1
PRE DETind DETrel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETind PROdem VERppe;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADVgen VERppe NOMpro;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PRE VERppa PONfbl;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
ADVneg PRE NOMpro;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMpro OUT DETdef;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADVneg NOMcom PROrel;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
ADJpos ADJqua PROrel;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETind ADJqua DETrel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONsub PRE VERinf;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
