"pos";"F";"00_Ano_Leg-A_Ap_Ev_Dis_Pierre1.decolumnized";"01_Ano_Leg-A_Ap_NA_Vie_Pierre2.decolumnized";"02_Ano_Leg-A_Ap_NA_Pas_Paul.decolumnized";"03_Ano_Leg-A_Ap_NA_Mar_Jean.decolumnized";"04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev.decolumnized";"05_Ano_Leg-A_Ap_NA_Vie_Jacques.decolumnized";"06_Ano_Leg-A_Ap_NA_Vie_Matthieu.decolumnized";"07_Ano_Leg-A_Ap_NA_Vie_SimonJude.decolumnized";"08_Ano_Leg-A_Ap_NA_Vie_Philippe.decolumnized";"09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur.decolumnized";"10_Ano_Leg-A_Ap_NA_Vie_Barthelemy.decolumnized";"11_Ano_Leg-A_Ap_NA_Vie_Marc.decolumnized";"12_Ano_Leg-A_Ma_Ho_Vie_Longin.decolumnized";"13_Ano_Leg-B_Ma_Ho_Vie_Sebastien.decolumnized";"14_Ano_Leg-B_Ma_Ho_Vie_Vincent.decolumnized";"15_Ano_Leg-B_Ma_Ho_Vie_Georges.decolumnized";"16_Ano_Leg-B_Ma_Ho_Vie_Christophe.decolumnized";"17_Ano_Leg-B_Ma_Fe_Vie_Agathe.decolumnized";"18_Ano_Leg-B_Ma_Fe_Vie_Luce.decolumnized";"19_Ano_Leg-B_Ma_Fe_Vie_Agnes.decolumnized";"20_Ano_Leg-B_Ma_Fe_Vie_Felicite.decolumnized";"21_Ano_Leg-B_Ma_Fe_Vie_Christine.decolumnized";"22_Ano_Leg-B_Ma_Fe_Vie_Cecile.decolumnized";"23_Ano_Leg-B_Ma_Ho_Vie_Sixte.decolumnized";"24_Ano_Leg-B_Ma_Ho_Vie_Laurent.decolumnized";"25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte.decolumnized";"26_Ano_Leg-B_Ma_Ev_Vie_Lambert.decolumnized";"27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon.decolumnized";"28_Ano_Leg-B_Ma_Ho_Vie_Clement.decolumnized";"29_Wau_Leg-C_Co_Ev_Vie_Martin.decolumnized";"30_Wau_Leg-C_Co_Ev_Tra_Martin2.decolumnized";"31_Wau_Leg-C_Co_Ev_Dia_Martin3.decolumnized";"32_Wau_Leg-C_Co_Ev_Vie_Brice.decolumnized";"33_Wau_Leg-C_Co_Er_Vie_Gilles.decolumnized";"34_Wau_Leg-C_Co_Ev_Vie_Martial.decolumnized";"35_Wau_Leg-C_Co_Ev_Vie_Nicolas.decolumnized";"36_Wau_Leg-C_Co_Ev_Mir_Nicolas2.decolumnized";"37_Wau_Leg-C_Co_Ev_Tra_Nicolas3.decolumnized";"38_Wau_Leg-C_Co_Ev_Vie_Jerome.decolumnized";"39_Wau_Leg-C_Co_Ev_Vie_Benoit.decolumnized";"40_Wau_Leg-C_Co_Er_Vie_Alexis.decolumnized";"41_Ano_Leg-C_Vi_NA_Vie_Irene.decolumnized";"42_Ano_Leg-B_Vi_NA_Ass_NotreDame.decolumnized";"43_Ano_Leg-C_Vi_NA_Vie_Catherine.decolumnized";"44_Ano_Leg-C_Ap_NA_Vie_Andre.decolumnized";"45_Ano_Leg-C_Ap_NA_Pas_Andre2.decolumnized";"46_Ano_Leg-B_Co_NA_Pur_Patrice.decolumnized";"47_Ano_Leg-C_Co_er_Vie_PaulErmite.decolumnized";"48_Ano_Leg-C_Co_ev_Tra_Benoit2.decolumnized";"49_Ano_Leg-C_NA_NA_Vie_Maur.decolumnized";"50_Ano_Leg-C_NA_NA_Vie_Placide.decolumnized";"51_Ano_Leg-C_Ma_ho_Vie_Eustache.decolumnized";"52_Ano_Leg-C_Co_NA_Vie_Fursi.decolumnized";"53_Ano_Leg-C_Vi_NA_Vie_Marguerite.decolumnized";"54_Ano_Leg-C_Vi_NA_Vie_Pelagie.decolumnized";"55_Ano_Leg-C_Co_NA_Vie_Simeon.decolumnized";"56_Ano_Leg-C_Co_NA_Vie_Mamertin.decolumnized";"57_Ano_Leg-C_Vi_NA_Vie_Julien.decolumnized";"58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne.decolumnized";"59_Ano_Leg-C_Vi_NA_Vie_Euphrasie.decolumnized";"60_Ano_Leg-B_NA_NA_NA_Antechriste.decolumnized";"61_Ano_Leg-B_NA_NA_NA_Jugement.decolumnized";"62_Ano_Leg-N_NA_NA_NA_Index.decolumnized";"63_Ric_Leg-N_NA_NA_NA_Bestiaire.decolumnized";"64_Ano_Leg-N_NA_NA_NA_Bestiaire2.decolumnized"
"PONfbl PROper VERcjg";2124;48;17;18;0;22;135;36;36;9;10;27;15;12;25;33;24;53;17;12;41;8;34;42;11;21;17;47;55;9;180;4;181;14;58;134;22;112;87;23;102;27;21;9;21;15;66;29;21;13;37;15;20;12;3;1;2;4;7;10;2;0;0;0;19;19
"NOMcom PRE NOMcom";2109;47;69;55;3;52;124;33;38;7;8;22;9;14;17;25;21;44;17;5;14;4;44;32;11;27;17;40;28;7;84;5;99;15;26;117;8;53;66;21;53;21;27;24;93;28;76;53;39;22;44;12;14;20;10;6;20;6;15;34;7;11;3;4;78;61
"PROrel PROper VERcjg";2109;43;42;29;4;33;134;44;34;5;11;18;8;10;29;38;29;57;23;17;27;8;55;37;8;19;13;29;29;17;53;4;122;6;21;82;15;58;48;13;72;22;19;16;64;20;87;65;21;21;43;20;20;22;16;15;26;24;25;63;9;7;2;0;47;91
"CONsub PONfbl PROper";2054;40;17;18;0;23;130;38;43;9;8;36;11;12;16;39;18;63;9;7;30;8;28;37;6;16;12;37;38;5;179;4;195;19;56;146;20;134;81;24;112;27;6;11;18;20;75;28;21;10;27;14;9;11;1;0;3;1;3;4;0;0;0;0;27;14
"DETdef ADJqua NOMcom";2033;10;13;12;1;15;148;56;55;9;8;37;16;13;28;29;24;55;34;20;49;12;85;51;8;11;14;78;31;3;120;9;133;6;45;126;24;70;55;4;104;23;15;11;51;5;103;8;5;11;47;4;2;17;10;3;15;3;16;28;5;6;1;0;14;9
"PROper VERcjg VERppe";2020;60;25;30;2;34;137;23;32;8;11;24;7;10;25;33;27;55;13;14;25;6;42;47;7;29;18;31;27;14;90;6;137;12;38;94;9;92;50;9;85;18;23;24;33;22;76;45;33;24;45;18;25;19;12;12;11;13;10;30;4;11;0;1;34;39
"DETdef NOMcom VERcjg";1927;27;19;20;1;29;85;45;42;5;7;30;13;3;12;13;28;38;18;18;25;12;33;26;6;10;12;17;65;31;99;3;93;11;29;94;15;77;53;27;103;22;22;18;50;12;106;59;13;31;35;16;19;9;14;7;24;17;25;26;16;8;5;0;40;39
"NOMcom PROper VERcjg";1891;32;31;24;2;24;121;31;32;6;4;28;7;14;16;14;51;28;21;27;18;14;50;48;15;14;13;25;51;9;58;1;83;5;39;86;9;66;40;22;82;22;16;22;29;12;81;45;20;16;43;26;32;38;19;13;28;28;17;26;14;6;2;0;36;39
"PRE NOMcom PONfrt";1828;52;45;24;3;31;93;37;34;5;7;28;11;16;16;28;21;58;17;6;19;6;43;40;11;22;19;32;20;23;81;3;105;9;18;77;11;54;49;15;65;18;11;18;50;13;79;50;25;12;33;13;15;15;7;5;9;5;14;40;11;17;2;2;69;41
"PONfrt ADVgen VERcjg";1776;28;16;27;0;25;90;34;45;6;8;36;18;19;12;28;32;76;14;14;18;7;54;38;17;30;22;23;53;25;78;5;104;12;32;88;11;56;49;22;89;27;12;12;31;7;112;43;19;3;8;2;4;7;6;2;7;7;6;15;4;11;2;0;47;21
"NOMcom PONfrt ADVgen";1768;28;24;29;2;30;108;42;30;4;5;32;19;14;15;23;32;57;16;10;13;3;55;33;16;21;23;29;46;18;101;6;102;8;28;95;6;58;49;17;105;29;23;14;29;8;91;32;17;7;9;3;6;8;6;5;11;2;4;13;5;12;2;2;47;31
"VERcjg PRE NOMcom";1571;41;36;25;1;29;107;31;26;5;9;17;4;5;14;19;25;40;11;6;15;7;32;26;7;13;15;17;18;14;63;1;90;5;22;52;9;50;29;15;74;17;16;19;44;12;64;46;16;20;36;8;16;18;8;8;17;13;12;35;7;9;1;1;62;41
"DETdef NOMcom PONfrt";1496;23;15;21;5;17;64;31;40;4;5;26;10;17;13;30;23;47;17;13;20;9;41;29;6;15;12;33;37;14;68;4;87;8;17;44;8;28;38;11;53;19;22;15;34;21;54;43;14;16;24;9;16;12;12;6;18;13;15;20;5;8;3;0;57;37
"CONcoo PROper VERcjg";1481;25;17;14;3;13;65;18;17;1;5;18;4;8;11;17;19;41;5;9;16;1;23;26;4;10;5;14;12;14;38;2;74;6;14;26;7;31;21;7;33;12;20;13;32;10;48;48;21;36;85;49;57;38;30;13;34;27;22;71;26;17;2;0;35;41
"CONcoo DETdef NOMcom";1468;26;23;21;0;42;69;37;29;3;5;16;14;13;10;27;17;39;8;14;25;7;24;22;8;11;5;26;30;13;56;7;76;4;21;60;13;38;19;8;46;20;28;19;33;13;83;70;10;16;22;11;20;15;13;1;18;16;34;21;15;12;2;0;25;19
"PROper VERcjg VERinf";1410;20;23;23;1;16;66;32;36;4;2;19;7;11;15;26;14;54;13;15;21;15;37;29;9;9;15;17;14;7;45;3;90;2;19;71;15;30;36;13;41;23;11;7;21;18;54;33;14;11;23;19;19;9;11;8;19;10;6;20;5;6;1;0;51;76
"PRE ADJqua NOMcom";1407;31;32;21;0;19;75;32;30;8;7;6;7;11;17;31;21;39;18;5;20;11;25;42;11;26;19;30;19;11;67;4;61;16;24;89;17;42;41;16;60;21;6;14;47;12;38;38;4;9;32;12;6;11;4;4;9;7;11;23;3;2;2;3;9;19
"NOMcom PRE.DETdef NOMcom";1382;39;36;28;0;36;74;29;29;2;7;18;15;9;9;23;23;33;12;9;20;5;33;15;5;13;7;25;16;6;35;3;65;2;12;70;13;31;40;9;38;7;14;22;65;15;50;40;21;16;16;14;22;14;14;7;14;10;18;26;9;10;3;1;33;27
"VERcjg PONfrt CONcoo";1351;32;19;13;0;12;74;35;38;4;8;18;9;11;21;26;43;63;18;8;19;5;37;35;13;16;7;27;26;11;51;4;78;3;8;49;4;30;21;6;31;18;14;7;14;9;65;51;11;15;23;13;18;5;2;5;9;7;12;20;3;7;1;0;55;34
"NOMcom PRE DETdef";1342;18;27;23;0;21;70;17;25;4;6;18;10;3;15;27;14;22;15;8;19;4;48;5;8;3;12;21;18;7;61;3;57;6;25;54;7;37;46;13;43;16;20;20;42;24;72;23;15;11;39;17;15;10;19;8;8;8;24;37;3;4;3;1;33;30
"VERcjg DETpos NOMcom";1315;25;21;19;1;21;79;17;19;6;1;11;10;12;16;15;28;38;13;14;16;6;35;21;9;8;3;22;27;19;47;2;52;3;22;66;8;47;42;10;66;20;11;13;25;8;64;18;11;12;34;23;18;4;21;5;11;14;18;26;4;3;2;0;24;29
"PONfrt CONcoo PROper";1280;30;17;14;2;11;47;15;23;3;6;22;5;8;16;16;16;56;8;11;10;1;25;36;4;15;7;20;12;22;36;6;87;5;12;26;2;21;18;10;22;14;16;9;15;5;45;52;19;21;53;27;31;23;17;10;7;13;19;58;19;13;1;1;45;24
"NOMcom PRE DETpos";1210;16;27;23;1;20;62;24;24;5;4;12;13;10;24;19;8;37;11;12;18;7;27;24;9;3;12;18;29;18;49;0;50;2;21;64;8;34;30;10;36;32;9;13;58;8;45;21;12;7;27;17;8;14;10;7;15;8;8;20;7;6;1;0;25;11
"DETdef NOMcom PROrel";1192;11;10;17;1;17;60;28;21;3;3;17;7;8;14;22;16;30;8;6;13;8;22;17;9;7;8;18;24;7;77;4;69;3;23;84;5;47;33;10;55;20;12;10;25;10;44;37;13;11;19;11;11;15;2;4;6;11;15;17;1;8;1;0;24;23
"NOMcom CONcoo PRE";1188;29;53;36;2;37;55;17;28;4;2;17;5;11;12;19;8;35;7;7;22;6;25;26;5;16;10;30;12;0;66;4;56;10;26;75;8;31;25;4;33;25;12;14;36;11;22;33;9;8;18;7;6;8;5;1;14;8;11;23;1;5;0;1;23;13
"ADVgen CONsub PROper";1171;29;15;21;2;14;55;16;21;3;4;4;2;9;11;15;16;36;8;13;13;7;19;21;6;12;6;21;18;9;48;2;93;4;19;59;6;44;31;16;62;14;7;6;28;5;50;32;14;15;19;5;6;5;1;6;9;7;1;30;2;2;0;2;46;49
"VERcjg PRE DETdef";1160;9;15;14;1;16;92;21;13;4;5;12;3;7;6;14;14;23;14;5;14;1;24;11;3;10;5;21;25;12;37;2;63;6;9;58;5;46;42;11;28;16;31;15;26;15;70;24;13;6;24;12;13;9;13;4;18;19;18;29;3;9;2;1;29;20
"ADJqua NOMcom VERcjg";1155;39;21;8;0;10;67;24;38;6;4;20;8;10;15;12;12;31;22;13;15;6;39;26;14;13;9;33;18;10;57;3;54;10;22;71;8;40;29;7;62;20;7;8;25;4;36;15;8;7;26;7;3;12;6;4;5;3;11;7;2;7;1;2;14;9
"DETdef NOMcom CONcoo";1145;28;21;22;1;25;69;27;26;4;4;19;3;9;8;18;16;29;5;9;19;7;27;11;9;15;7;23;21;9;38;4;34;6;14;44;7;26;26;6;30;23;19;11;39;12;47;35;11;8;20;18;17;10;15;5;19;16;27;27;2;7;2;1;15;13
"NOMcom VERcjg PRE";1139;23;21;10;0;19;59;35;19;7;8;9;8;5;13;8;25;20;9;10;12;7;23;17;3;4;6;19;31;10;57;0;48;3;19;66;11;35;26;15;63;11;18;13;30;11;49;16;7;8;26;9;13;9;8;5;16;10;18;15;3;4;6;0;28;23
"VERcjg VERppe PRE";1137;20;24;21;3;20;70;17;21;3;4;12;3;4;15;21;10;33;12;7;14;4;21;25;3;11;7;12;22;9;42;4;65;3;23;47;9;41;41;9;54;8;10;12;43;13;67;23;16;17;29;4;7;6;8;5;8;6;6;11;6;6;2;2;19;17
"PROper VERcjg NOMcom";1089;40;28;11;0;15;64;22;16;2;4;16;6;11;9;24;20;40;11;6;17;3;31;25;4;18;9;12;22;10;31;1;51;2;16;49;4;32;18;11;20;9;7;9;23;11;64;15;8;6;19;15;12;7;13;10;12;7;5;19;9;6;0;0;31;41
"PROper VERcjg CONsub";1081;21;15;13;1;14;50;30;23;2;8;19;2;5;9;9;16;24;7;7;8;2;10;27;3;9;7;13;11;19;44;2;59;5;17;35;7;34;22;8;38;6;5;6;20;12;50;23;12;15;33;15;28;20;12;9;13;20;9;36;1;0;0;0;22;59
"CONcoo ADVgen PROper";1077;14;18;24;1;11;84;16;29;8;9;20;10;13;20;24;19;41;8;10;11;8;37;23;14;16;13;19;38;13;28;0;58;5;16;61;9;32;22;7;61;15;5;6;10;8;83;30;4;2;3;4;2;0;0;0;2;4;1;4;1;0;0;0;17;6
"NOMcom PROrel VERcjg";1076;20;18;19;2;19;56;21;22;1;4;20;4;2;20;14;12;31;11;3;9;3;30;31;7;5;10;15;12;10;26;4;41;1;9;40;3;22;25;6;23;13;3;8;22;9;53;17;15;18;41;23;19;23;9;9;16;12;27;20;8;7;0;1;35;37
"PONfrt CONcoo PRE";1076;30;30;16;0;12;53;30;36;3;6;25;6;9;17;22;16;44;15;13;19;5;13;37;6;12;7;28;11;10;60;2;72;1;4;28;7;22;13;9;29;6;3;3;28;5;16;42;15;10;22;6;9;3;1;5;5;7;2;17;1;7;1;0;38;46
"ADJqua NOMcom PRE";1065;15;19;18;2;12;69;21;21;0;7;10;11;9;17;11;11;24;18;6;18;6;34;20;10;15;5;19;16;10;48;5;55;7;16;68;5;37;33;4;38;9;10;9;37;4;29;25;7;9;23;13;7;14;6;6;14;11;17;13;4;2;1;1;13;11
"VERcjg CONcoo VERcjg";1052;11;8;6;1;10;51;22;16;3;6;23;9;10;10;28;21;43;7;13;25;12;36;25;4;15;15;24;33;12;49;1;55;5;9;52;9;27;33;10;47;20;7;13;27;9;29;18;11;12;9;2;8;9;8;4;7;10;9;24;1;1;1;0;8;9
"VERcjg PRE DETpos";1050;7;23;6;0;24;72;17;18;4;5;15;10;9;14;14;13;39;14;8;12;6;28;17;6;17;10;21;26;8;38;1;43;4;17;50;8;48;20;6;50;21;15;15;11;7;52;16;15;5;23;7;13;5;8;1;11;6;9;9;5;3;2;0;26;17
"CONsub DETdef NOMcom";1045;15;11;12;1;22;41;18;18;1;3;11;3;3;13;12;8;27;8;13;19;5;18;17;4;2;6;8;26;13;59;0;70;1;13;43;5;36;29;10;53;15;14;3;30;9;36;25;11;20;18;10;11;8;8;4;13;7;6;13;7;7;2;0;46;45
"NOMcom PROrel PROper";1038;12;21;12;2;16;63;24;23;2;3;10;7;5;14;16;16;28;9;9;17;4;29;10;2;14;3;13;14;4;26;2;56;2;13;45;5;33;23;8;35;6;10;8;26;11;38;32;6;13;27;11;10;14;10;6;9;11;11;32;8;4;2;0;26;57
"VERcjg VERppe PONfrt";1038;19;11;16;1;11;49;21;24;4;6;23;8;9;13;20;24;31;7;5;13;7;29;19;6;13;15;9;20;8;43;4;52;3;17;43;5;36;30;4;57;11;10;6;17;3;41;25;15;11;28;7;9;10;3;3;12;5;11;15;2;9;4;0;22;24
"DETpos NOMcom CONcoo";1028;14;21;12;1;17;64;11;26;4;2;12;7;13;11;13;12;31;4;9;20;7;29;20;5;12;9;17;15;3;40;0;34;1;21;61;8;34;34;7;40;14;16;6;18;3;37;23;11;3;24;21;16;8;15;8;26;4;17;28;9;2;0;0;9;9
"ADJqua NOMcom CONcoo";993;22;34;17;1;20;49;17;26;1;2;11;12;10;8;21;11;40;6;6;14;6;31;27;8;12;7;27;16;5;45;5;36;6;10;68;7;36;31;9;21;16;9;7;24;6;36;17;2;6;20;8;13;9;8;2;13;7;10;12;3;2;1;1;2;18
"PRE DETdem NOMcom";981;8;9;14;4;15;32;25;27;9;2;17;8;4;4;7;13;25;14;2;6;7;19;22;6;9;4;18;10;2;47;5;61;2;13;56;5;27;25;12;59;6;10;4;46;10;40;38;19;11;23;6;9;10;7;4;9;7;15;16;7;1;1;0;9;19
"PROper VERcjg CONcoo";980;14;9;15;2;11;43;14;16;1;3;23;7;8;7;21;22;33;8;12;20;9;26;29;3;12;15;17;30;4;37;0;51;3;6;43;6;22;27;10;45;22;12;7;17;7;34;21;10;12;10;5;12;8;9;9;12;20;9;25;0;2;2;0;12;19
"PONfrt CONcoo CONsub";977;24;16;20;0;26;43;16;30;0;5;16;2;3;13;5;15;42;9;8;18;7;23;41;3;14;7;19;22;22;30;3;49;3;9;25;1;27;16;4;19;4;20;10;14;16;42;34;22;5;20;7;14;2;6;3;11;7;5;19;1;2;1;0;43;14
"NOMcom PONfbl CONcoo";976;25;18;15;2;12;45;6;9;3;1;1;1;4;3;7;1;11;9;7;2;5;8;10;4;1;6;4;6;1;71;1;87;5;23;87;13;58;33;7;48;16;23;26;68;26;26;16;7;8;16;2;8;4;5;2;5;5;3;9;6;1;1;0;15;18
"ADVgen VERcjg PRE";975;18;22;13;0;24;70;19;28;4;7;13;10;12;10;19;22;33;12;9;12;5;24;25;9;11;16;14;25;8;36;0;58;6;6;37;6;47;18;15;39;10;14;14;10;7;46;9;19;3;9;3;5;0;0;2;1;1;2;12;2;3;1;0;22;18
"VERcjg PRE PROper";974;20;17;18;0;15;50;16;14;3;4;10;6;4;8;8;21;21;6;6;16;4;22;17;5;8;7;18;39;7;40;1;55;3;11;40;2;21;18;6;34;6;15;18;24;16;56;26;15;3;21;7;12;17;9;5;11;11;11;17;4;6;2;0;18;23
"ADVgen ADJqua NOMcom";963;14;12;12;0;9;54;23;30;2;2;5;8;8;13;21;7;25;9;6;14;4;24;23;7;2;3;17;23;5;43;2;49;4;21;36;8;30;41;1;31;11;6;15;19;4;27;39;8;10;29;9;10;15;5;8;6;5;10;15;6;5;0;4;21;28
"NOMcom VERcjg VERppe";938;12;14;20;1;19;30;23;23;2;2;17;4;7;13;12;17;23;10;6;11;7;24;15;6;11;8;7;23;8;54;6;47;3;17;43;5;34;32;9;43;15;6;7;30;5;38;20;8;14;21;6;6;5;9;3;8;6;6;12;5;7;2;1;17;13
"PRE NOMcom CONcoo";936;25;43;31;1;38;56;15;11;2;3;13;3;5;7;13;11;15;9;9;11;2;19;15;5;12;5;14;13;4;43;2;41;7;15;51;6;20;16;5;15;12;10;5;24;14;38;21;12;10;16;9;7;15;6;6;17;8;6;25;2;6;0;0;24;12
"VERppe PONfrt CONcoo";916;13;11;15;0;9;66;21;24;8;6;20;5;6;16;25;28;40;10;11;9;2;19;27;3;8;10;15;23;10;38;2;49;2;11;26;5;28;10;8;36;5;13;3;8;2;31;16;11;13;15;4;8;4;7;3;7;5;11;16;2;5;1;1;29;21
"VERcjg PRE.DETdef NOMcom";913;16;11;20;2;20;57;17;22;5;8;14;3;7;3;5;6;17;4;8;9;7;22;12;4;6;9;14;12;10;25;1;39;2;14;55;4;38;32;6;25;14;12;6;30;19;43;21;13;13;25;7;8;6;6;5;10;6;11;19;3;6;5;1;14;19
"PRE DETind NOMcom";909;17;22;15;0;14;46;31;28;3;4;14;6;4;16;10;5;37;4;8;15;5;23;21;3;7;7;23;14;4;50;4;58;7;20;40;12;36;20;5;40;11;5;8;23;9;13;17;10;2;11;5;5;1;2;3;1;4;4;10;0;5;1;0;29;32
"NOMcom PONfrt CONsub";883;12;12;7;0;8;71;22;28;1;2;16;7;7;12;10;12;30;9;9;7;8;22;17;8;8;5;10;26;6;45;2;57;6;8;49;10;42;25;9;30;10;5;2;10;4;21;8;8;10;27;7;15;5;6;6;5;3;8;17;10;0;0;0;11;10
"PROper ADVneg VERcjg";874;25;5;11;0;15;40;6;24;1;4;9;1;6;8;22;8;29;5;9;14;4;16;25;1;4;4;10;16;11;35;2;59;3;10;29;5;17;17;5;35;12;3;11;15;11;36;28;11;10;15;6;16;8;2;4;11;5;9;24;11;5;0;0;33;38
"PROper VERcjg DETdef";870;14;10;7;2;10;46;14;13;3;5;18;5;9;13;8;8;23;9;10;8;8;24;18;10;9;7;14;15;8;44;2;56;1;16;38;3;22;22;9;26;8;12;11;21;13;41;29;9;18;5;7;11;10;11;4;10;9;6;16;3;1;2;0;14;12
"PONfrt CONcoo DETdef";869;4;12;7;0;19;47;22;22;4;2;11;9;9;4;17;9;31;4;8;15;3;15;18;3;1;3;26;29;11;31;3;43;1;5;26;5;24;13;0;19;8;17;11;11;2;64;43;5;10;16;6;13;13;2;0;13;7;23;9;12;7;2;0;27;13
"PRE NOMcom PRE";867;19;21;14;2;15;53;17;17;4;7;8;4;1;8;11;8;21;6;3;8;3;17;8;5;11;9;14;19;1;39;3;41;3;13;41;3;17;27;9;32;10;7;9;38;9;24;28;17;17;22;6;5;6;7;6;8;2;4;14;1;6;0;1;32;26
"DETpos NOMcom VERcjg";859;12;17;5;3;13;50;13;13;4;6;14;5;5;12;10;13;25;13;6;19;5;19;21;2;2;4;20;23;12;43;1;41;3;16;50;6;20;15;7;36;19;6;14;23;5;32;11;9;9;20;12;17;3;10;2;5;5;13;11;7;5;2;0;7;8
"VERcjg ADJqua NOMcom";848;21;23;12;1;9;28;13;19;2;3;10;7;11;11;13;15;30;9;7;18;5;23;17;13;20;9;13;13;17;41;1;34;5;10;59;4;22;13;13;31;5;8;8;22;5;34;19;8;12;11;6;9;8;4;4;9;5;6;10;1;2;0;1;16;10
"VERcjg CONsub PROper";848;27;16;6;1;8;34;15;19;2;6;8;2;3;6;12;17;39;12;5;9;2;17;33;1;16;9;10;16;20;11;0;37;1;2;24;3;8;10;4;15;0;3;7;25;7;53;9;10;18;22;9;19;13;11;7;13;19;13;35;1;3;0;0;18;47
"VERcjg PRE VERinf";843;15;10;7;1;12;77;11;21;2;11;11;7;1;10;12;11;24;10;10;8;6;24;17;8;6;7;21;17;7;31;2;49;2;14;39;6;18;15;8;39;7;8;3;24;12;34;9;11;4;13;11;11;3;1;8;3;3;3;14;6;3;1;0;11;33
"NOMcom CONcoo NOMcom";840;21;26;21;0;4;35;20;23;3;6;12;6;8;8;11;17;34;7;10;15;3;28;15;3;8;3;18;12;4;46;1;32;2;7;57;8;25;14;9;18;17;12;6;20;15;35;24;6;2;7;4;4;6;4;2;4;3;4;9;1;2;1;1;15;36
"DETdef NOMcom PRE.DETdef";834;22;20;12;0;20;46;17;13;1;2;12;6;9;8;15;13;13;8;10;14;5;8;9;5;5;4;20;8;3;25;5;49;4;11;38;8;20;29;4;21;7;6;11;34;7;37;28;12;6;8;14;9;14;7;4;8;4;14;15;3;8;1;0;20;15
"CONsub PROper PROper";832;20;14;8;0;14;51;11;11;2;4;11;2;5;8;11;8;30;15;6;14;5;18;21;5;14;4;11;15;7;30;0;59;2;6;29;2;24;22;5;24;9;5;3;15;6;25;13;6;14;19;7;12;5;7;6;12;11;9;21;4;0;0;1;32;42
"ADVneg PROper VERcjg";829;16;13;9;1;6;37;13;17;2;1;12;1;6;6;14;4;33;7;11;10;2;20;15;5;5;2;7;8;4;43;1;66;6;5;22;6;21;20;7;35;19;2;7;21;9;31;28;11;7;7;5;6;6;7;9;7;3;3;18;4;2;1;0;60;37
"PONfrt PROper VERcjg";829;28;13;6;0;16;41;10;16;0;1;7;6;16;10;11;19;15;5;4;8;8;15;22;5;13;11;17;22;14;39;4;40;3;6;38;5;24;14;8;26;13;8;2;10;8;27;29;8;10;17;3;14;11;7;6;8;11;8;24;9;8;1;0;9;12
"CONcoo CONsub PROper";828;18;12;15;0;17;41;10;26;0;5;13;1;5;9;5;12;37;7;8;9;7;19;35;4;9;7;14;25;18;13;2;38;4;7;19;2;20;16;3;16;2;17;8;16;19;37;21;14;7;19;7;16;4;12;5;11;9;8;22;1;3;0;0;33;9
"PONfrt CONcoo VERcjg";824;11;10;8;0;7;36;27;18;1;4;5;5;7;10;17;14;30;10;6;9;4;21;11;2;6;6;12;9;18;14;0;19;4;6;25;4;8;10;1;12;10;23;5;24;1;19;29;16;30;35;8;19;11;9;5;14;9;22;40;11;14;1;0;19;23
"NOMcom DETpos NOMcom";812;12;13;9;1;13;55;17;21;5;5;11;10;6;14;16;12;17;5;6;12;8;26;17;4;6;2;22;13;5;29;0;24;5;10;44;9;19;36;7;25;20;13;14;12;7;34;11;18;8;24;7;8;8;6;1;7;3;5;13;4;1;1;1;10;5
"VERcjg ADVgen PRE";810;4;9;7;0;6;50;15;11;3;1;12;2;3;6;8;6;22;6;4;6;3;22;17;4;9;3;12;11;7;53;0;57;5;11;44;5;39;22;5;40;13;3;2;17;6;37;21;11;10;24;11;10;7;4;3;7;3;6;13;4;1;1;1;22;23
"PRE.DETdef NOMcom PONfrt";804;20;13;16;1;23;40;16;22;1;6;21;12;8;7;13;8;21;12;8;8;5;18;21;8;6;4;14;16;7;21;1;35;1;8;37;4;18;18;3;21;8;5;12;30;4;16;38;14;9;10;4;6;8;5;4;11;4;5;14;7;8;3;1;25;11
"VERcjg NOMcom PRE";785;12;27;16;1;11;44;13;13;3;7;6;5;2;9;11;5;21;6;2;6;2;26;18;3;13;7;15;15;9;22;1;25;6;17;39;4;26;18;10;19;8;12;11;32;12;44;8;6;7;11;15;6;4;9;6;5;8;6;9;4;0;0;0;20;27
"NOMcom VERcjg ADVgen";777;12;4;7;0;12;31;14;19;1;2;14;9;5;5;6;9;21;5;9;11;3;16;13;2;4;1;18;13;10;47;1;49;9;11;27;4;33;22;3;45;16;5;3;20;6;40;29;12;3;17;5;9;7;6;1;5;4;7;5;5;2;1;0;24;18
"NOMcom CONcoo ADVgen";759;10;24;15;0;18;54;10;17;4;2;13;7;5;7;14;14;22;7;4;11;5;46;22;11;16;4;13;24;6;18;1;35;2;6;44;1;32;18;7;25;12;5;4;9;5;56;15;5;2;5;5;7;1;2;1;4;1;6;6;1;1;0;0;6;6
"ADVgen VERcjg DETdef";758;6;10;8;1;7;44;7;25;2;0;18;10;8;9;12;11;26;6;10;9;9;23;15;5;8;6;19;27;7;44;3;30;5;12;39;3;21;16;10;39;10;4;12;15;3;46;20;4;3;7;1;2;5;3;3;4;4;4;10;1;2;0;0;18;7
