"lemma";"F";"00_Ano_Leg-A_Ap_Ev_Dis_Pierre1.decolumnized";"01_Ano_Leg-A_Ap_NA_Vie_Pierre2.decolumnized";"02_Ano_Leg-A_Ap_NA_Pas_Paul.decolumnized";"03_Ano_Leg-A_Ap_NA_Mar_Jean.decolumnized";"04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev.decolumnized";"05_Ano_Leg-A_Ap_NA_Vie_Jacques.decolumnized";"06_Ano_Leg-A_Ap_NA_Vie_Matthieu.decolumnized";"07_Ano_Leg-A_Ap_NA_Vie_SimonJude.decolumnized";"08_Ano_Leg-A_Ap_NA_Vie_Philippe.decolumnized";"09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur.decolumnized";"10_Ano_Leg-A_Ap_NA_Vie_Barthelemy.decolumnized";"11_Ano_Leg-A_Ap_NA_Vie_Marc.decolumnized";"12_Ano_Leg-A_Ma_Ho_Vie_Longin.decolumnized";"13_Ano_Leg-B_Ma_Ho_Vie_Sebastien.decolumnized";"14_Ano_Leg-B_Ma_Ho_Vie_Vincent.decolumnized";"15_Ano_Leg-B_Ma_Ho_Vie_Georges.decolumnized";"16_Ano_Leg-B_Ma_Ho_Vie_Christophe.decolumnized";"17_Ano_Leg-B_Ma_Fe_Vie_Agathe.decolumnized";"18_Ano_Leg-B_Ma_Fe_Vie_Luce.decolumnized";"19_Ano_Leg-B_Ma_Fe_Vie_Agnes.decolumnized";"20_Ano_Leg-B_Ma_Fe_Vie_Felicite.decolumnized";"21_Ano_Leg-B_Ma_Fe_Vie_Christine.decolumnized";"22_Ano_Leg-B_Ma_Fe_Vie_Cecile.decolumnized";"23_Ano_Leg-B_Ma_Ho_Vie_Sixte.decolumnized";"24_Ano_Leg-B_Ma_Ho_Vie_Laurent.decolumnized";"25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte.decolumnized";"26_Ano_Leg-B_Ma_Ev_Vie_Lambert.decolumnized";"27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon.decolumnized";"28_Ano_Leg-B_Ma_Ho_Vie_Clement.decolumnized";"29_Wau_Leg-C_Co_Ev_Vie_Martin.decolumnized";"30_Wau_Leg-C_Co_Ev_Tra_Martin2.decolumnized";"31_Wau_Leg-C_Co_Ev_Dia_Martin3.decolumnized";"32_Wau_Leg-C_Co_Ev_Vie_Brice.decolumnized";"33_Wau_Leg-C_Co_Er_Vie_Gilles.decolumnized";"34_Wau_Leg-C_Co_Ev_Vie_Martial.decolumnized";"35_Wau_Leg-C_Co_Ev_Vie_Nicolas.decolumnized";"36_Wau_Leg-C_Co_Ev_Mir_Nicolas2.decolumnized";"37_Wau_Leg-C_Co_Ev_Tra_Nicolas3.decolumnized";"38_Wau_Leg-C_Co_Ev_Vie_Jerome.decolumnized";"39_Wau_Leg-C_Co_Ev_Vie_Benoit.decolumnized";"40_Wau_Leg-C_Co_Er_Vie_Alexis.decolumnized";"41_Ano_Leg-C_Vi_NA_Vie_Irene.decolumnized";"42_Ano_Leg-B_Vi_NA_Ass_NotreDame.decolumnized";"43_Ano_Leg-C_Vi_NA_Vie_Catherine.decolumnized";"44_Ano_Leg-C_Ap_NA_Vie_Andre.decolumnized";"45_Ano_Leg-C_Ap_NA_Pas_Andre2.decolumnized";"46_Ano_Leg-B_Co_NA_Pur_Patrice.decolumnized";"47_Ano_Leg-C_Co_er_Vie_PaulErmite.decolumnized";"48_Ano_Leg-C_Co_ev_Tra_Benoit2.decolumnized";"49_Ano_Leg-C_NA_NA_Vie_Maur.decolumnized";"50_Ano_Leg-C_NA_NA_Vie_Placide.decolumnized";"51_Ano_Leg-C_Ma_ho_Vie_Eustache.decolumnized";"52_Ano_Leg-C_Co_NA_Vie_Fursi.decolumnized";"53_Ano_Leg-C_Vi_NA_Vie_Marguerite.decolumnized";"54_Ano_Leg-C_Vi_NA_Vie_Pelagie.decolumnized";"55_Ano_Leg-C_Co_NA_Vie_Simeon.decolumnized";"56_Ano_Leg-C_Co_NA_Vie_Mamertin.decolumnized";"57_Ano_Leg-C_Vi_NA_Vie_Julien.decolumnized";"58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne.decolumnized";"59_Ano_Leg-C_Vi_NA_Vie_Euphrasie.decolumnized";"60_Ano_Leg-B_NA_NA_NA_Antechriste.decolumnized";"61_Ano_Leg-B_NA_NA_NA_Jugement.decolumnized";"62_Ano_Leg-N_NA_NA_NA_Index.decolumnized";"63_Ric_Leg-N_NA_NA_NA_Bestiaire.decolumnized";"64_Ano_Leg-N_NA_NA_NA_Bestiaire2.decolumnized"
"fontaine";32;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;1;0;2;0;0;3;0;2;0;2;0;0;0;3;0;1;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0
"jesu";32;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;1;0;4;1;1;0;0;0;0;2;2;2;1;3;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
"jogle";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jugement";32;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;2;0;0;1;1;0;1;8;0;0;0
"lëure";32;1;0;0;0;1;5;0;1;1;0;1;1;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;2;0;0;2;1;0;0;1;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"lome";32;0;0;1;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9
"maladie";32;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;4;0;1;0;2;3;0;1;4;0;0;1;0;0;0;0;0;0;0;0;2;3;1;3;0;0;0;1;1;0;0;0;0;0;0;0
"orgueil";32;0;1;1;0;0;1;5;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;4;0;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;4
"paradis";32;0;0;0;0;0;1;5;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;5;1;2;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"premerain";32;0;0;0;0;0;0;2;0;0;0;3;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;8;0;0;4;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"tochier";32;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;3;0;0;0;0;1;1;0;0;0;1;0;2;1;0;0;0;0;5;3
"acomplir";31;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;2;0;0;1;0;1;1;0;0;0;0;1;0;1;0;5;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;1;1;0;0;0;0;1;0;0;4;0;1;0;0;0;0
"baston";31;0;0;0;0;0;5;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;1;0;0;5;0;6;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bëer";31;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;0;0;3;0;0;0;1;1;0;1;0;0;0;2;3;1;1;0;0;0;1;0;0;0;2;1;1;0;0;0;0;1;0;1;0;0;0;0;2;2
"brice";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"concevoir";31;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;2;11
"covoitier";31;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;2;0;2;0;0;0;0;2;0;0;3;0;2;0;3;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"crïator";31;2;0;1;0;3;0;1;2;1;0;0;0;0;1;0;0;7;0;0;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"delit2";31;0;0;2;0;1;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;3;1;0;1;0;1;0;0;1;1;0;1;3;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"deservir";31;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;1;0;3;2;0;1;0;1;0;0;1;0;2;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0
"enchantement";31;4;0;0;0;0;1;4;4;0;0;0;0;0;0;0;0;2;0;2;1;0;5;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"enquerre";31;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;1;2;2;1;0;2;0;3;1;0;0;0;0;4;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"entreprendre";31;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;4;1;0;3;0;3;5;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"legle";31;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;1;1;2;3;2;8;0;0;0;0;0;0;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"moitié";31;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;1;1;0;0;0;1;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;1
"ordre";31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;1;1;0;3;1;1;4;0;0;0;1;1;0;1;1;1;2;1;0;0;0;1;0;0;0;1;0;0;4;0;0;0
"pardon";31;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;3;0;1;2;0;3;0;1;3;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"parmi";31;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;1;1;1;0;0;1;0;0;4;0;1;5;0;1;0;1;0;2;1;1;0;0;0;2;0;0;0;0;2;0
"relever";31;0;1;1;0;5;2;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;2;0;2;0;0;1;0;0;0;0;2;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"terrïen";31;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;2;0;2;3;3;1;0;0;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"uis";31;0;1;1;0;1;3;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;2;0;7;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"vespre";31;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;0;3;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;1;0;0;1;2;0;0;0;0;0
"voler";31;1;0;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;1;0;3;2;1;0;0;0;0;2;0;0;0;0;1;1;0;0;3;3
"agait";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"baillier";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;3;0;4;0;0;1;0;1;2;0;2;4;0;0;0;0;0;2;0;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"boter1";30;0;0;0;0;0;1;2;2;0;1;0;0;0;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;2;2;0;1;0;0;1;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"cas1";30;3;7;6;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"chalor";30;0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;2;0;0;0;0;0;0;4;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
"chambre1";30;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;3;0;0;1;0;0;0;0;2;5;5;1;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"flame";30;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;1;0;0;0;1;0;0;4;0;4;0;0;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lais";30;4;1;0;0;1;3;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
"mari";30;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;4;1;0;1;0;0;5;0;1;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0
"pardoner";30;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;6;0;4;0;0;1;0;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;2
"prodome";30;1;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;1;0;2;0;2;0;1;1;0;0;2;0;0;0;0;0;0;2;0;1;2;1;0;2;0;0;0;0;0;1;0;0;0;0;1;0
"ravoir2";30;0;0;0;0;1;1;2;1;0;0;0;0;0;1;2;1;2;0;0;0;0;0;1;0;2;0;1;1;0;1;0;2;0;0;0;1;3;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"tempeste";30;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;2;0;5;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"tort2";30;1;1;1;0;2;2;0;2;1;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0;0;1;1;0;3;1;0;1;0;1;0;2;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"visiter";30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;12;0;3;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
"apostoile";29;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;0;0;1;3;0;0;4;0;2;0;0;0;1;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"atot";29;1;0;0;0;0;3;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3;4;1;3;0;0;0;0;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"cesser";29;1;1;0;0;0;2;0;0;0;0;0;1;0;1;1;1;0;2;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;2;0;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"crucefiier";29;3;12;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0
"dur";29;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;0;0;1;0;0;1;0;0;0;1;0;1;2;0;2;0;0;1;0;0;0;0;0;2;0;1;1;0;0;0;0;1;1
"ententif";29;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;2;1;1;1;2;1;1;0;0;0;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"former";29;2;0;0;0;0;0;0;3;1;0;0;0;1;1;2;3;2;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
"jurer";29;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;5;0;0;1;0;3;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;2;0;0;2;1;0;0;0;0;1
"mois";29;2;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;2;1;0;0;1;0;1;3;0;2;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
"oblïer";29;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;2;0;1;0;0;2;0;1;0;1;0;3;1;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;1;2
"ost";29;0;2;1;0;0;1;1;0;0;0;0;0;1;1;2;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;2
"plaindre";29;0;3;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;1;0;0;1;1;2;1;0;0;0;1;0;1;4;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"refuser";29;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2;0;4;0;1;0;0;2;1;0;1;0;0;0;4;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"regïon";29;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;1;3;0;2;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"remetre";29;1;1;1;1;0;3;1;0;0;0;0;0;0;1;1;0;3;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
"reprendre1";29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0;3;0;0;0;0;5;2;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;2
"semblant";29;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;2;1;0;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1
"tiran";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vengier";29;0;1;1;0;0;3;0;0;0;0;0;1;0;0;4;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
"venin";29;0;1;0;0;9;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;6;0;0;1;0;0;0;0;3;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"veraiement";29;2;0;1;0;0;1;1;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;5;1;0;0;2;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3
"aorner2";28;0;0;0;0;0;0;3;2;0;0;0;0;1;1;0;0;2;1;1;0;0;1;1;0;0;1;2;1;0;1;0;0;0;0;2;0;2;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arme";28;0;0;0;0;0;5;2;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0;0;1;1;0;0;3;0;0;1;0;3;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
"avöer";28;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;0;0;0;1;0;0;0;1;1;1;4;1;0;0;0;0;0
"bois";28;3;0;0;0;3;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;4;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0
"comparer2";28;2;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7
"conquerre";28;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;1;0;4;0;1;1;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0
"encontrer";28;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;2;0;0;1;2;1;1;1;0;0;1;1;0;2;2;0;0;0;0;0;1;2;1;0;0;0;0;1;0
"errement";28;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;2;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"errer2";28;2;1;1;0;0;8;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
"escouter";28;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;0;6;1;0;1;1;1;1;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
"face";28;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;1;1;0;0;0;0;1;0;0;2;0;3;1;0;2;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"forment2";28;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;2;0;1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;2;1;0;0;0;3;1
"glorefiier";28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;1;0;1;0;7;0;0;0;0;1;0;0;0;1;0;0;1;4;0;1;0;0;0;0
"lune";28;1;0;0;0;1;0;0;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;1;2;0;0;1;0;1;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"malice";28;4;0;1;0;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3
"merveillier";28;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;1;0;2;0;1;2;0;1;0;2;1;2;0;0;0;0;1;0
